stepcount,actiontime,target_temp,current_temp,Pval,Ival,Dval,outcome
2352,11-50-12,60,60.562,-0.5619999999999976,0,0.0,0
2353,11-50-15,60,60.5,-0.5,0,-0.06199999999999761,0.95
2354,11-50-18,60,60.437,-0.4369999999999976,0,-0.06300000000000239,1
2355,11-50-22,60,60.437,-0.4369999999999976,0,0.0,0
2356,11-50-25,60,60.437,-0.4369999999999976,0,0.0,0
2357,11-50-27,60,60.5,-0.5,0,0.06300000000000239,0
2358,11-50-30,60,60.5,-0.5,0,0.0,0
2359,11-50-33,60,60.437,-0.4369999999999976,0,-0.06300000000000239,1
2360,11-50-36,60,60.5,-0.5,0,0.06300000000000239,0
2361,11-50-39,60,60.562,-0.5619999999999976,0,0.06199999999999761,0
2362,11-50-42,60,60.625,-0.625,0,0.06300000000000239,0
2363,11-50-44,60,60.625,-0.625,0,0.0,0
2364,11-50-47,60,60.625,-0.625,0,0.0,0
2365,11-50-50,60,60.687,-0.6869999999999976,0,0.06199999999999761,0
2366,11-50-52,60,60.687,-0.6869999999999976,0,0.0,0
2367,11-50-55,60,60.625,-0.625,0,-0.06199999999999761,0.8
2368,11-50-58,60,60.687,-0.6869999999999976,0,0.06199999999999761,0
2369,11-51-01,60,60.625,-0.625,0,-0.06199999999999761,0.8
2370,11-51-05,60,60.625,-0.625,0,0.0,0
2371,11-51-08,60,60.625,-0.625,0,0.0,0
2372,11-51-10,60,60.562,-0.5619999999999976,0,-0.06300000000000239,0.9
2373,11-51-14,60,60.562,-0.5619999999999976,0,0.0,0
2374,11-51-16,60,60.625,-0.625,0,0.06300000000000239,0
2375,11-51-19,60,60.562,-0.5619999999999976,0,-0.06300000000000239,0.9
2376,11-51-23,60,60.5,-0.5,0,-0.06199999999999761,0.95
2377,11-51-26,60,60.5,-0.5,0,0.0,0
2378,11-51-29,60,60.5,-0.5,0,0.0,0
2379,11-51-31,60,60.437,-0.4369999999999976,0,-0.06300000000000239,1
2380,11-51-34,60,60.437,-0.4369999999999976,0,0.0,0
2381,11-51-38,60,60.562,-0.5619999999999976,0,0.125,0
2382,11-51-40,60,60.562,-0.5619999999999976,0,0.0,0
2383,11-51-43,60,60.5,-0.5,0,-0.06199999999999761,0.95
2384,11-51-46,60,60.5,-0.5,0,0.0,0
2385,11-51-49,60,60.5,-0.5,0,0.0,0
2386,11-51-52,60,60.5,-0.5,0,0.0,0
2387,11-51-54,60,60.437,-0.4369999999999976,0,-0.06300000000000239,1
2388,11-51-58,60,60.562,-0.5619999999999976,0,0.125,0
2389,11-52-01,60,60.562,-0.5619999999999976,0,0.0,0
2390,11-52-03,60,60.562,-0.5619999999999976,0,0.0,0
2391,11-52-06,60,60.5,-0.5,0,-0.06199999999999761,0.95
2392,11-52-09,60,60.5,-0.5,0,0.0,0
